student_id,application_id,discovery_channel,college_id,cohort_year,field_of_study,stem_flag,family_income_band,first_gen_flag,in_state_flag,hs_gpa,enrollment_status,graduation_year,dropout_year,years_to_outcome,cumulative_gpa
S010418,A038978,High School Counselor,C12,2024,Social Sciences,Non-STEM,$60K-$100K,0,0,3.56,Enrolled (Active),,,,2.18
S010419,A038980,Social Media,C12,2024,Engineering,STEM,$100K-$150K,0,0,3.33,Dropped Out,,2025,1,2.29
S010420,A038992,College Website,C12,2024,Social Sciences,Non-STEM,$100K-$150K,0,0,3.07,Enrolled (Active),,,,3.11
S010421,A039008,Campus Visit / Open House,C12,2025,Physical Sciences & Math,STEM,$150K+,0,1,2.47,Enrolled (Active),,,,2.54
S010422,A039010,Friends / Family / Alumni,C12,2025,Biology & Life Sciences,STEM,$150K+,0,0,4.0,Enrolled (Active),,,,3.67
S010423,A039014,Campus Visit / Open House,C12,2025,Business,Non-STEM,$150K+,0,0,4.0,Enrolled (Active),,,,3.43
S010424,A039015,College Fair,C12,2025,Education,Non-STEM,Under $30K,1,1,2.93,Dropped Out,,2026,1,2.56
S010425,A039023,Campus Visit / Open House,C12,2025,Business,Non-STEM,$60K-$100K,0,0,3.81,Enrolled (Active),,,,3.33
S010426,A039025,Friends / Family / Alumni,C12,2025,Biology & Life Sciences,STEM,$150K+,0,1,3.04,Enrolled (Active),,,,2.78
S010427,A039026,College Fair,C12,2025,Physical Sciences & Math,STEM,Under $30K,1,1,3.64,Enrolled (Active),,,,3.29
S010428,A039029,High School Counselor,C12,2025,Psychology,Non-STEM,$60K-$100K,0,0,3.13,Enrolled (Active),,,,3.02
S010429,A039035,Friends / Family / Alumni,C12,2025,Physical Sciences & Math,STEM,$60K-$100K,0,1,3.19,Enrolled (Active),,,,3.21
S010430,A039039,Advertising / Direct Mail,C12,2025,Computer Science,STEM,$60K-$100K,0,1,3.33,Enrolled (Active),,,,2.36
S010431,A039049,Campus Visit / Open House,C12,2025,Psychology,Non-STEM,$60K-$100K,0,1,2.8,Enrolled (Active),,,,3.11
S010432,A039051,Online Search / Rankings Sites,C12,2025,Education,Non-STEM,$100K-$150K,0,1,3.04,Enrolled (Active),,,,2.75
S010433,A039053,Campus Visit / Open House,C12,2025,Biology & Life Sciences,STEM,$100K-$150K,0,0,3.83,Enrolled (Active),,,,2.73
S010434,A039062,College Website,C12,2025,Business,Non-STEM,$150K+,1,0,2.48,Enrolled (Active),,,,2.68
S010435,A039070,College Website,C12,2025,Physical Sciences & Math,STEM,Under $30K,0,0,3.63,Enrolled (Active),,,,3.46
S010436,A039072,Online Search / Rankings Sites,C12,2025,Business,Non-STEM,$30K-$60K,0,0,3.58,Dropped Out,,2026,1,1.84
S010437,A039074,College Website,C12,2025,Engineering,STEM,$100K-$150K,0,0,2.82,Enrolled (Active),,,,2.36
S010438,A039076,Friends / Family / Alumni,C12,2025,Social Sciences,Non-STEM,$60K-$100K,0,0,3.5,Enrolled (Active),,,,3.09
S010439,A039079,High School Counselor,C12,2025,Nursing & Health Sciences,STEM,$30K-$60K,0,0,3.1,Enrolled (Active),,,,3.23
S010440,A039089,Campus Visit / Open House,C12,2025,Arts & Humanities,Non-STEM,Under $30K,1,0,3.25,Enrolled (Active),,,,2.86
S010441,A039094,College Website,C12,2025,Social Sciences,Non-STEM,$30K-$60K,0,1,2.95,Enrolled (Active),,,,2.9
S010442,A039095,Social Media,C12,2025,Social Sciences,Non-STEM,$100K-$150K,0,0,3.34,Enrolled (Active),,,,2.96
S010443,A039097,College Fair,C12,2025,Physical Sciences & Math,STEM,$60K-$100K,0,0,3.89,Enrolled (Active),,,,3.49
S010444,A039109,College Fair,C12,2025,Biology & Life Sciences,STEM,$60K-$100K,0,0,3.22,Dropped Out,,2026,1,2.98
S010445,A039115,Friends / Family / Alumni,C12,2025,Engineering,STEM,$60K-$100K,0,0,3.22,Enrolled (Active),,,,2.49
S010446,A039117,Friends / Family / Alumni,C12,2025,Social Sciences,Non-STEM,Under $30K,0,1,3.52,Enrolled (Active),,,,3.39
S010447,A039120,Social Media,C12,2025,Nursing & Health Sciences,STEM,$100K-$150K,0,0,2.78,Enrolled (Active),,,,3.2
S010448,A039125,Friends / Family / Alumni,C12,2025,Business,Non-STEM,$150K+,0,1,3.16,Enrolled (Active),,,,2.94
S010449,A039135,Friends / Family / Alumni,C12,2025,Biology & Life Sciences,STEM,$150K+,0,1,2.95,Dropped Out,,2026,1,3.67
S010450,A039140,Campus Visit / Open House,C12,2025,Business,Non-STEM,$150K+,0,0,3.17,Enrolled (Active),,,,2.23
S010451,A039150,College Website,C12,2025,Education,Non-STEM,$150K+,1,0,3.75,Enrolled (Active),,,,3.26
S010452,A039151,Campus Visit / Open House,C12,2025,Social Sciences,Non-STEM,$30K-$60K,0,0,3.02,Enrolled (Active),,,,3.33
S010453,A039155,High School Counselor,C12,2025,Education,Non-STEM,$100K-$150K,0,0,3.07,Enrolled (Active),,,,3.34
S010454,A039159,High School Counselor,C12,2025,Nursing & Health Sciences,STEM,$150K+,0,1,2.69,Enrolled (Active),,,,2.99
S010455,A039162,Friends / Family / Alumni,C12,2025,Nursing & Health Sciences,STEM,$100K-$150K,0,1,3.03,Dropped Out,,2026,1,1.16
S010456,A039164,Campus Visit / Open House,C12,2025,Arts & Humanities,Non-STEM,$100K-$150K,0,1,3.93,Enrolled (Active),,,,3.84
S010457,A039165,Friends / Family / Alumni,C12,2025,Biology & Life Sciences,STEM,$60K-$100K,1,1,3.68,Enrolled (Active),,,,3.42
S010458,A039168,Friends / Family / Alumni,C12,2025,Nursing & Health Sciences,STEM,$30K-$60K,0,1,3.41,Enrolled (Active),,,,2.56
S010459,A039169,Online Search / Rankings Sites,C12,2025,Computer Science,STEM,$100K-$150K,0,1,3.5,Enrolled (Active),,,,3.23
S010460,A039176,Social Media,C12,2025,Biology & Life Sciences,STEM,$60K-$100K,1,0,3.09,Enrolled (Active),,,,2.75
S010461,A039190,High School Counselor,C12,2025,Engineering,STEM,Under $30K,1,0,3.27,Enrolled (Active),,,,2.78
S010462,A039202,College Fair,C13,2018,Business,Non-STEM,$100K-$150K,0,1,3.31,Graduated,2023,,5,3.16
S010463,A039206,Friends / Family / Alumni,C13,2018,Arts & Humanities,Non-STEM,$60K-$100K,0,1,3.43,Graduated,2022,,4,2.87
S010464,A039207,Campus Visit / Open House,C13,2018,Social Sciences,Non-STEM,Under $30K,0,1,3.47,Graduated,2022,,4,2.96
S010465,A039208,Friends / Family / Alumni,C13,2018,Nursing & Health Sciences,STEM,$30K-$60K,0,0,2.96,Graduated,2023,,5,2.98
S010466,A039210,High School Counselor,C13,2018,Computer Science,STEM,$60K-$100K,0,0,3.02,Graduated,2023,,5,2.76
S010467,A039213,Campus Visit / Open House,C13,2018,Business,Non-STEM,$30K-$60K,1,0,3.9,Dropped Out,,2019,1,3.19
S010468,A039215,Campus Visit / Open House,C13,2018,Engineering,STEM,$150K+,1,1,2.98,Dropped Out,,2019,1,2.22
S010469,A039220,Campus Visit / Open House,C13,2018,Physical Sciences & Math,STEM,Under $30K,1,0,3.47,Dropped Out,,2022,4,2.54
S010470,A039222,Friends / Family / Alumni,C13,2018,Business,Non-STEM,$30K-$60K,0,1,3.21,Graduated,2022,,4,2.74
S010471,A039224,Campus Visit / Open House,C13,2018,Business,Non-STEM,$30K-$60K,1,1,3.5,Graduated,2022,,4,2.56
S010472,A039226,College Fair,C13,2018,Physical Sciences & Math,STEM,$60K-$100K,0,0,3.78,Dropped Out,,2020,2,3.04
S010473,A039227,Online Search / Rankings Sites,C13,2018,Nursing & Health Sciences,STEM,$100K-$150K,0,1,3.8,Graduated,2022,,4,2.66
S010474,A039228,Friends / Family / Alumni,C13,2018,Social Sciences,Non-STEM,$100K-$150K,0,1,2.9,Dropped Out,,2019,1,2.32
S010475,A039238,Campus Visit / Open House,C13,2018,Nursing & Health Sciences,STEM,$30K-$60K,0,0,3.3,Graduated,2022,,4,2.92
S010476,A039244,Online Search / Rankings Sites,C13,2018,Nursing & Health Sciences,STEM,$150K+,0,1,2.82,Graduated,2022,,4,2.76
S010477,A039247,Online Search / Rankings Sites,C13,2018,Arts & Humanities,Non-STEM,$100K-$150K,1,1,3.12,Dropped Out,,2019,1,2.21
S010478,A039248,Campus Visit / Open House,C13,2018,Physical Sciences & Math,STEM,$150K+,0,1,3.25,Dropped Out,,2021,3,2.42
S010479,A039249,Friends / Family / Alumni,C13,2018,Nursing & Health Sciences,STEM,$60K-$100K,0,1,3.21,Dropped Out,,2020,2,2.47
S010480,A039266,College Website,C13,2018,Arts & Humanities,Non-STEM,$100K-$150K,0,0,2.93,Dropped Out,,2021,3,1.47
S010481,A039268,Friends / Family / Alumni,C13,2018,Computer Science,STEM,$100K-$150K,0,1,3.99,Dropped Out,,2019,1,2.81
S010482,A039279,College Website,C13,2018,Social Sciences,Non-STEM,$30K-$60K,0,1,3.24,Dropped Out,,2022,4,2.9
S010483,A039282,College Website,C13,2018,Arts & Humanities,Non-STEM,$60K-$100K,1,1,3.71,Dropped Out,,2021,3,1.87
S010484,A039283,Campus Visit / Open House,C13,2018,Engineering,STEM,$60K-$100K,0,1,3.33,Graduated,2024,,6,2.3
S010485,A039296,Friends / Family / Alumni,C13,2018,Nursing & Health Sciences,STEM,$30K-$60K,0,1,3.62,Graduated,2023,,5,2.91
S010486,A039300,College Website,C13,2018,Social Sciences,Non-STEM,$150K+,0,1,2.98,Graduated,2022,,4,3.19
S010487,A039307,College Website,C13,2018,Psychology,Non-STEM,Under $30K,1,1,3.73,Dropped Out,,2022,4,2.67
S010488,A039312,Campus Visit / Open House,C13,2018,Arts & Humanities,Non-STEM,$60K-$100K,1,1,3.87,Graduated,2022,,4,2.78
S010489,A039316,College Website,C13,2018,Nursing & Health Sciences,STEM,$150K+,0,0,3.45,Graduated,2022,,4,3.1
S010490,A039318,Campus Visit / Open House,C13,2018,Engineering,STEM,$150K+,0,1,3.29,Graduated,2022,,4,2.93
S010491,A039325,Campus Visit / Open House,C13,2018,Biology & Life Sciences,STEM,$30K-$60K,0,1,3.42,Graduated,2023,,5,3.48
S010492,A039326,College Website,C13,2018,Psychology,Non-STEM,$30K-$60K,0,1,3.66,Graduated,2023,,5,3.47
S010493,A039328,College Website,C13,2018,Engineering,STEM,$30K-$60K,0,1,3.48,Graduated,2022,,4,3.06
S010494,A039329,College Fair,C13,2018,Engineering,STEM,$30K-$60K,1,1,3.99,Dropped Out,,2021,3,2.35
S010495,A039330,Campus Visit / Open House,C13,2018,Education,Non-STEM,$30K-$60K,1,1,3.73,Graduated,2024,,6,3.11
S010496,A039331,Friends / Family / Alumni,C13,2018,Business,Non-STEM,Under $30K,1,1,2.66,Graduated,2022,,4,2.6
S010497,A039332,Campus Visit / Open House,C13,2018,Business,Non-STEM,$100K-$150K,0,0,3.14,Dropped Out,,2019,1,1.95
S010498,A039334,College Website,C13,2018,Biology & Life Sciences,STEM,Under $30K,0,1,3.51,Graduated,2023,,5,3.05
S010499,A039337,High School Counselor,C13,2018,Business,Non-STEM,Under $30K,1,1,3.62,Graduated,2024,,6,3.54
S010500,A039338,Campus Visit / Open House,C13,2018,Business,Non-STEM,$60K-$100K,0,0,3.53,Graduated,2022,,4,3.33
S010501,A039339,Campus Visit / Open House,C13,2018,Arts & Humanities,Non-STEM,$100K-$150K,0,0,3.3,Dropped Out,,2019,1,2.59
S010502,A039340,Campus Visit / Open House,C13,2018,Business,Non-STEM,$100K-$150K,0,0,3.54,Graduated,2022,,4,2.91
S010503,A039345,Campus Visit / Open House,C13,2018,Business,Non-STEM,$100K-$150K,0,1,3.88,Graduated,2023,,5,2.94
S010504,A039346,Campus Visit / Open House,C13,2018,Physical Sciences & Math,STEM,$100K-$150K,0,1,2.54,Graduated,2024,,6,2.92
S010505,A039352,Campus Visit / Open House,C13,2018,Arts & Humanities,Non-STEM,$100K-$150K,0,1,3.14,Dropped Out,,2021,3,2.52
S010506,A039355,Online Search / Rankings Sites,C13,2018,Arts & Humanities,Non-STEM,$60K-$100K,1,0,2.99,Dropped Out,,2022,4,2.0
S010507,A039358,High School Counselor,C13,2018,Social Sciences,Non-STEM,Under $30K,0,0,3.04,Graduated,2022,,4,2.42
S010508,A039359,Friends / Family / Alumni,C13,2018,Computer Science,STEM,Under $30K,1,1,4.0,Dropped Out,,2019,1,2.94
S010509,A039370,Friends / Family / Alumni,C13,2018,Social Sciences,Non-STEM,$60K-$100K,0,1,2.77,Dropped Out,,2022,4,1.73
S010510,A039374,Online Search / Rankings Sites,C13,2018,Computer Science,STEM,$60K-$100K,0,1,3.09,Graduated,2022,,4,3.04
S010511,A039376,Campus Visit / Open House,C13,2018,Psychology,Non-STEM,$150K+,0,1,3.91,Graduated,2022,,4,3.65
S010512,A039377,High School Counselor,C13,2018,Business,Non-STEM,Under $30K,1,1,3.13,Dropped Out,,2020,2,2.54
S010513,A039381,Campus Visit / Open House,C13,2018,Nursing & Health Sciences,STEM,Under $30K,0,1,3.74,Graduated,2022,,4,3.09
S010514,A039383,Campus Visit / Open House,C13,2018,Business,Non-STEM,$30K-$60K,1,1,3.46,Graduated,2022,,4,3.12
S010515,A039392,Campus Visit / Open House,C13,2018,Psychology,Non-STEM,Under $30K,0,1,3.14,Dropped Out,,2021,3,2.29
S010516,A039393,College Fair,C13,2018,Engineering,STEM,$150K+,0,1,3.23,Graduated,2022,,4,2.85
S010517,A039398,Friends / Family / Alumni,C13,2018,Biology & Life Sciences,STEM,$60K-$100K,0,1,3.83,Graduated,2022,,4,3.3
S010518,A039405,High School Counselor,C13,2018,Engineering,STEM,$100K-$150K,0,0,2.9,Graduated,2022,,4,3.29
S010519,A039406,Friends / Family / Alumni,C13,2018,Education,Non-STEM,Under $30K,1,0,3.61,Graduated,2022,,4,2.49
S010520,A039409,Online Search / Rankings Sites,C13,2018,Psychology,Non-STEM,$30K-$60K,1,0,3.49,Graduated,2023,,5,3.0
S010521,A039419,Friends / Family / Alumni,C13,2018,Physical Sciences & Math,STEM,$100K-$150K,0,1,3.35,Graduated,2022,,4,2.91
S010522,A039420,College Fair,C13,2018,Business,Non-STEM,$30K-$60K,0,0,3.71,Graduated,2022,,4,2.49
S010523,A039422,Friends / Family / Alumni,C13,2018,Biology & Life Sciences,STEM,Under $30K,0,0,3.12,Graduated,2023,,5,2.95
S010524,A039426,College Fair,C13,2018,Nursing & Health Sciences,STEM,$30K-$60K,0,0,3.34,Graduated,2022,,4,3.19
S010525,A039427,Social Media,C13,2018,Psychology,Non-STEM,Under $30K,0,1,3.39,Graduated,2022,,4,3.12
S010526,A039435,College Website,C13,2018,Arts & Humanities,Non-STEM,Under $30K,0,1,3.83,Dropped Out,,2021,3,2.23
S010527,A039436,College Website,C13,2018,Computer Science,STEM,$100K-$150K,0,0,3.94,Graduated,2023,,5,3.53
S010528,A039437,College Website,C13,2018,Psychology,Non-STEM,$60K-$100K,1,1,3.68,Dropped Out,,2019,1,3.16
S010529,A039439,College Fair,C13,2018,Social Sciences,Non-STEM,$150K+,0,0,3.81,Graduated,2022,,4,3.3
S010530,A039443,High School Counselor,C13,2018,Education,Non-STEM,$100K-$150K,0,1,3.26,Dropped Out,,2022,4,2.11
S010531,A039444,High School Counselor,C13,2018,Education,Non-STEM,$100K-$150K,0,1,2.95,Graduated,2023,,5,2.77
S010532,A039446,High School Counselor,C13,2018,Education,Non-STEM,$60K-$100K,0,1,3.67,Dropped Out,,2020,2,3.23
S010533,A039450,High School Counselor,C13,2018,Business,Non-STEM,Under $30K,1,1,3.18,Dropped Out,,2021,3,2.97
S010534,A039456,High School Counselor,C13,2018,Engineering,STEM,$150K+,0,0,3.1,Graduated,2022,,4,3.13
S010535,A039459,College Website,C13,2018,Engineering,STEM,$150K+,0,1,3.11,Graduated,2022,,4,2.63
S010536,A039460,Campus Visit / Open House,C13,2018,Psychology,Non-STEM,$150K+,0,1,3.75,Graduated,2022,,4,3.08
S010537,A039461,High School Counselor,C13,2018,Social Sciences,Non-STEM,Under $30K,1,1,3.47,Dropped Out,,2019,1,1.98
S010538,A039463,College Website,C13,2018,Social Sciences,Non-STEM,$30K-$60K,1,1,3.0,Dropped Out,,2021,3,1.5
S010539,A039465,Online Search / Rankings Sites,C13,2018,Business,Non-STEM,Under $30K,1,1,3.5,Graduated,2022,,4,2.79
S010540,A039467,High School Counselor,C13,2018,Psychology,Non-STEM,$150K+,0,1,3.36,Graduated,2022,,4,3.02
S010541,A039468,College Fair,C13,2018,Social Sciences,Non-STEM,$150K+,0,1,3.09,Dropped Out,,2021,3,2.36
S010542,A039471,High School Counselor,C13,2018,Nursing & Health Sciences,STEM,Under $30K,1,1,3.37,Dropped Out,,2022,4,2.73
S010543,A039472,Friends / Family / Alumni,C13,2018,Computer Science,STEM,Under $30K,1,1,2.52,Graduated,2022,,4,2.22
S010544,A039473,Advertising / Direct Mail,C13,2018,Nursing & Health Sciences,STEM,Under $30K,0,1,3.21,Graduated,2022,,4,3.03
S010545,A039477,College Website,C13,2018,Arts & Humanities,Non-STEM,$30K-$60K,1,1,3.71,Graduated,2022,,4,3.37
S010546,A039480,Friends / Family / Alumni,C13,2018,Computer Science,STEM,$100K-$150K,0,0,2.58,Dropped Out,,2019,1,2.24
S010547,A039483,Online Search / Rankings Sites,C13,2018,Nursing & Health Sciences,STEM,$100K-$150K,0,1,3.11,Graduated,2022,,4,3.51
S010548,A039484,College Website,C13,2018,Nursing & Health Sciences,STEM,Under $30K,1,1,3.02,Graduated,2022,,4,2.9
S010549,A039486,Campus Visit / Open House,C13,2018,Business,Non-STEM,Under $30K,1,1,3.52,Graduated,2022,,4,3.44
S010550,A039487,Online Search / Rankings Sites,C13,2018,Education,Non-STEM,$150K+,1,1,3.96,Graduated,2022,,4,3.46
S010551,A039491,Campus Visit / Open House,C13,2018,Business,Non-STEM,$150K+,0,1,3.51,Graduated,2022,,4,3.15
S010552,A039499,Online Search / Rankings Sites,C13,2018,Nursing & Health Sciences,STEM,$30K-$60K,0,0,3.74,Graduated,2022,,4,3.2
S010553,A039508,Campus Visit / Open House,C13,2018,Business,Non-STEM,$30K-$60K,0,1,3.75,Graduated,2023,,5,2.5
S010554,A039513,Campus Visit / Open House,C13,2018,Social Sciences,Non-STEM,$60K-$100K,0,0,3.76,Dropped Out,,2021,3,3.24
S010555,A039514,College Fair,C13,2018,Social Sciences,Non-STEM,$100K-$150K,0,1,3.45,Graduated,2022,,4,2.74
S010556,A039515,College Website,C13,2018,Biology & Life Sciences,STEM,$30K-$60K,0,1,3.44,Graduated,2022,,4,2.93
S010557,A039522,Campus Visit / Open House,C13,2018,Education,Non-STEM,$60K-$100K,0,1,3.23,Dropped Out,,2020,2,1.82
S010558,A039524,High School Counselor,C13,2018,Business,Non-STEM,$60K-$100K,0,0,2.93,Dropped Out,,2020,2,2.93
S010559,A039529,College Fair,C13,2018,Nursing & Health Sciences,STEM,$60K-$100K,0,1,3.55,Graduated,2023,,5,3.48
S010560,A039532,Friends / Family / Alumni,C13,2018,Education,Non-STEM,$100K-$150K,0,0,3.46,Dropped Out,,2022,4,2.46
S010561,A039536,College Website,C13,2018,Nursing & Health Sciences,STEM,$30K-$60K,1,0,3.73,Dropped Out,,2019,1,2.14
S010562,A039538,College Website,C13,2018,Computer Science,STEM,$100K-$150K,0,0,3.13,Graduated,2022,,4,2.76
S010563,A039546,Campus Visit / Open House,C13,2018,Computer Science,STEM,$100K-$150K,1,1,4.0,Dropped Out,,2020,2,1.98
S010564,A039548,High School Counselor,C13,2018,Education,Non-STEM,$60K-$100K,1,0,3.44,Graduated,2022,,4,2.84
S010565,A039555,College Website,C13,2018,Social Sciences,Non-STEM,$150K+,1,0,3.06,Dropped Out,,2022,4,2.89
S010566,A039556,Campus Visit / Open House,C13,2018,Psychology,Non-STEM,$30K-$60K,1,1,2.57,Graduated,2022,,4,3.24
S010567,A039562,College Website,C13,2019,Computer Science,STEM,$30K-$60K,0,0,3.68,Graduated,2023,,4,2.48
S010568,A039564,Friends / Family / Alumni,C13,2019,Psychology,Non-STEM,$60K-$100K,0,1,3.44,Graduated,2023,,4,3.01
S010569,A039570,Friends / Family / Alumni,C13,2019,Physical Sciences & Math,STEM,Under $30K,1,1,3.21,Dropped Out,,2021,2,2.02
S010570,A039578,Campus Visit / Open House,C13,2019,Physical Sciences & Math,STEM,$60K-$100K,0,0,3.36,Graduated,2023,,4,2.04
S010571,A039580,College Website,C13,2019,Arts & Humanities,Non-STEM,$100K-$150K,0,1,3.27,Graduated,2023,,4,3.05
S010572,A039583,Campus Visit / Open House,C13,2019,Education,Non-STEM,$60K-$100K,1,1,3.5,Graduated,2023,,4,2.6
S010573,A039591,Social Media,C13,2019,Social Sciences,Non-STEM,$30K-$60K,0,0,2.8,Graduated,2025,,6,2.94
S010574,A039592,Campus Visit / Open House,C13,2019,Business,Non-STEM,$100K-$150K,0,0,3.46,Graduated,2023,,4,3.0
S010575,A039601,Campus Visit / Open House,C13,2019,Business,Non-STEM,$60K-$100K,0,1,3.6,Graduated,2023,,4,3.72
S010576,A039602,High School Counselor,C13,2019,Psychology,Non-STEM,$60K-$100K,0,0,3.27,Graduated,2025,,6,2.92
S010577,A039603,Campus Visit / Open House,C13,2019,Nursing & Health Sciences,STEM,$30K-$60K,1,1,3.38,Graduated,2023,,4,2.54
S010578,A039604,Friends / Family / Alumni,C13,2019,Arts & Humanities,Non-STEM,$30K-$60K,0,0,2.88,Dropped Out,,2021,2,2.33
S010579,A039606,College Website,C13,2019,Nursing & Health Sciences,STEM,$150K+,0,1,3.88,Dropped Out,,2020,1,2.34
S010580,A039611,Online Search / Rankings Sites,C13,2019,Physical Sciences & Math,STEM,$30K-$60K,1,1,3.36,Graduated,2023,,4,3.74
S010581,A039622,College Fair,C13,2019,Psychology,Non-STEM,$60K-$100K,0,1,3.03,Dropped Out,,2020,1,2.04
S010582,A039628,High School Counselor,C13,2019,Physical Sciences & Math,STEM,$100K-$150K,0,0,2.81,Dropped Out,,2022,3,3.34
S010583,A039633,Friends / Family / Alumni,C13,2019,Psychology,Non-STEM,$100K-$150K,0,0,2.23,Dropped Out,,2021,2,1.62
S010584,A039640,Social Media,C13,2019,Computer Science,STEM,Under $30K,0,0,3.45,Dropped Out,,2021,2,2.06
S010585,A039642,Campus Visit / Open House,C13,2019,Biology & Life Sciences,STEM,$60K-$100K,0,1,3.28,Graduated,2023,,4,3.39
S010586,A039646,Social Media,C13,2019,Nursing & Health Sciences,STEM,Under $30K,0,0,3.42,Graduated,2023,,4,3.31
S010587,A039657,Campus Visit / Open House,C13,2019,Social Sciences,Non-STEM,$30K-$60K,1,1,2.53,Graduated,2024,,5,2.94
S010588,A039661,College Website,C13,2019,Nursing & Health Sciences,STEM,$30K-$60K,0,0,3.87,Graduated,2023,,4,3.52
S010589,A039665,Campus Visit / Open House,C13,2019,Social Sciences,Non-STEM,$150K+,0,1,3.42,Graduated,2023,,4,3.09
S010590,A039667,Campus Visit / Open House,C13,2019,Business,Non-STEM,$30K-$60K,0,1,3.06,Graduated,2023,,4,3.48
S010591,A039668,Social Media,C13,2019,Nursing & Health Sciences,STEM,$150K+,1,0,3.23,Graduated,2023,,4,3.01
S010592,A039671,College Fair,C13,2019,Nursing & Health Sciences,STEM,$60K-$100K,0,0,3.83,Dropped Out,,2020,1,3.4
S010593,A039678,Online Search / Rankings Sites,C13,2019,Education,Non-STEM,Under $30K,1,1,3.51,Graduated,2023,,4,4.0
S010594,A039681,Campus Visit / Open House,C13,2019,Psychology,Non-STEM,$100K-$150K,0,0,3.26,Graduated,2023,,4,2.12
S010595,A039684,College Fair,C13,2019,Arts & Humanities,Non-STEM,$150K+,1,1,3.48,Graduated,2025,,6,2.99
S010596,A039686,Social Media,C13,2019,Nursing & Health Sciences,STEM,$60K-$100K,0,1,3.33,Graduated,2023,,4,2.99
S010597,A039691,Social Media,C13,2019,Nursing & Health Sciences,STEM,$150K+,0,1,3.75,Graduated,2023,,4,3.4
S010598,A039695,College Website,C13,2019,Social Sciences,Non-STEM,$30K-$60K,1,1,4.0,Graduated,2023,,4,3.3
S010599,A039700,College Website,C13,2019,Psychology,Non-STEM,$150K+,0,0,2.7,Dropped Out,,2020,1,2.15
S010600,A039707,College Website,C13,2019,Nursing & Health Sciences,STEM,Under $30K,0,1,3.73,Graduated,2023,,4,3.68
S010601,A039710,Friends / Family / Alumni,C13,2019,Computer Science,STEM,$30K-$60K,0,0,3.62,Dropped Out,,2020,1,2.99
S010602,A039714,Friends / Family / Alumni,C13,2019,Business,Non-STEM,Under $30K,0,1,3.27,Graduated,2025,,6,3.18
S010603,A039717,College Website,C13,2019,Business,Non-STEM,$150K+,0,0,3.1,Dropped Out,,2022,3,2.39
S010604,A039718,College Website,C13,2019,Biology & Life Sciences,STEM,$100K-$150K,0,1,3.19,Dropped Out,,2020,1,2.65
S010605,A039723,Friends / Family / Alumni,C13,2019,Psychology,Non-STEM,$60K-$100K,0,0,3.34,Graduated,2024,,5,2.8
S010606,A039724,High School Counselor,C13,2019,Nursing & Health Sciences,STEM,$60K-$100K,1,1,3.68,Graduated,2024,,5,3.1
S010607,A039739,College Website,C13,2019,Computer Science,STEM,$30K-$60K,1,0,3.1,Dropped Out,,2020,1,2.94
S010608,A039740,Campus Visit / Open House,C13,2019,Nursing & Health Sciences,STEM,Under $30K,0,1,2.63,Graduated,2023,,4,2.4
S010609,A039746,Campus Visit / Open House,C13,2019,Nursing & Health Sciences,STEM,$60K-$100K,1,0,2.97,Dropped Out,,2021,2,2.62
S010610,A039747,Campus Visit / Open House,C13,2019,Nursing & Health Sciences,STEM,$100K-$150K,1,0,3.95,Graduated,2023,,4,3.75
S010611,A039748,Campus Visit / Open House,C13,2019,Education,Non-STEM,Under $30K,0,1,3.18,Graduated,2023,,4,3.23
S010612,A039750,Campus Visit / Open House,C13,2019,Education,Non-STEM,$100K-$150K,0,1,3.44,Graduated,2023,,4,2.78
S010613,A039751,Friends / Family / Alumni,C13,2019,Computer Science,STEM,Under $30K,0,1,3.39,Graduated,2025,,6,2.28
S010614,A039752,Campus Visit / Open House,C13,2019,Computer Science,STEM,$100K-$150K,0,0,4.0,Graduated,2024,,5,2.63
S010615,A039757,Friends / Family / Alumni,C13,2019,Business,Non-STEM,Under $30K,0,1,3.45,Dropped Out,,2022,3,1.53
S010616,A039759,Campus Visit / Open House,C13,2019,Social Sciences,Non-STEM,$100K-$150K,0,1,2.97,Graduated,2024,,5,2.38
S010617,A039761,Friends / Family / Alumni,C13,2019,Psychology,Non-STEM,$100K-$150K,0,1,3.28,Graduated,2023,,4,3.17
S010618,A039766,Online Search / Rankings Sites,C13,2019,Biology & Life Sciences,STEM,Under $30K,0,0,3.48,Dropped Out,,2020,1,2.18
S010619,A039767,Campus Visit / Open House,C13,2019,Nursing & Health Sciences,STEM,$30K-$60K,0,1,3.15,Graduated,2023,,4,2.92
S010620,A039768,Friends / Family / Alumni,C13,2019,Arts & Humanities,Non-STEM,$100K-$150K,0,1,2.5,Dropped Out,,2021,2,3.19
S010621,A039771,College Fair,C13,2019,Engineering,STEM,Under $30K,0,0,3.38,Graduated,2023,,4,2.87
S010622,A039773,High School Counselor,C13,2019,Physical Sciences & Math,STEM,$60K-$100K,1,1,2.47,Graduated,2023,,4,2.92
S010623,A039774,College Fair,C13,2019,Biology & Life Sciences,STEM,$60K-$100K,1,1,3.87,Graduated,2023,,4,3.55
S010624,A039775,Campus Visit / Open House,C13,2019,Nursing & Health Sciences,STEM,Under $30K,1,0,3.12,Graduated,2023,,4,3.17
S010625,A039777,Campus Visit / Open House,C13,2019,Biology & Life Sciences,STEM,$150K+,1,1,3.9,Graduated,2025,,6,3.46
