student_id,application_id,discovery_channel,college_id,cohort_year,field_of_study,stem_flag,family_income_band,first_gen_flag,in_state_flag,hs_gpa,annual_tuition_usd,scholarship_type,annual_scholarship_usd,annual_grant_usd,annual_loan_usd,annual_net_cost_usd,enrollment_status,graduation_year,dropout_year,years_to_outcome,cumulative_gpa
S012953,A049953,College Website,C15,2025,Arts & Humanities,Non-STEM,$150K+,0,1,3.21,43650,Departmental,6750,0,12800,36900,Enrolled (Active),,,,3.12
S012954,A049966,High School Counselor,C15,2025,Biology & Life Sciences,STEM,Under $30K,0,1,3.38,43340,Need-Based,18850,0,0,24490,Dropped Out,,2026,1,3.24
S012955,A049969,High School Counselor,C15,2025,Computer Science,STEM,Under $30K,1,0,3.53,43070,None,0,2884,0,40186,Enrolled (Active),,,,2.85
S012956,A049971,Advertising / Direct Mail,C15,2025,Engineering,STEM,$150K+,1,0,3.6,42760,Merit,20550,0,0,22210,Enrolled (Active),,,,3.26
S012957,A049975,College Website,C15,2025,Business,Non-STEM,$60K-$100K,1,0,3.27,44260,None,0,0,29700,44260,Enrolled (Active),,,,2.9
S012958,A049982,Friends / Family / Alumni,C15,2025,Psychology,Non-STEM,$150K+,0,1,3.35,43940,Merit,22700,0,0,21240,Enrolled (Active),,,,3.0
S012959,A049984,Social Media,C15,2025,Social Sciences,Non-STEM,$100K-$150K,0,1,3.13,42360,None,0,0,23400,42360,Enrolled (Active),,,,3.08
S012960,A049987,College Website,C15,2025,Business,Non-STEM,$30K-$60K,1,0,3.65,42660,Merit,16500,0,0,26160,Enrolled (Active),,,,2.5
S012961,A049997,Friends / Family / Alumni,C15,2025,Business,Non-STEM,$60K-$100K,0,1,2.78,42950,Merit,16700,0,0,26250,Enrolled (Active),,,,2.41
S012962,A049999,Campus Visit / Open House,C15,2025,Business,Non-STEM,$30K-$60K,1,0,4.0,42940,Merit,15950,5814,0,21176,Enrolled (Active),,,,3.25
S012963,A050000,Campus Visit / Open House,C15,2025,Psychology,Non-STEM,$150K+,0,1,3.31,42570,Departmental,2400,0,0,40170,Enrolled (Active),,,,3.94
S012964,A050002,Campus Visit / Open House,C15,2025,Business,Non-STEM,Under $30K,0,1,2.19,42490,None,0,0,24400,42490,Enrolled (Active),,,,2.78
S012965,A050014,Campus Visit / Open House,C15,2025,Nursing & Health Sciences,STEM,Under $30K,0,1,3.52,42760,Merit,18050,0,12200,24710,Enrolled (Active),,,,3.75
S012966,A050015,Social Media,C15,2025,Business,Non-STEM,$150K+,0,0,3.03,43050,Departmental,6850,0,0,36200,Enrolled (Active),,,,3.29
S012967,A050022,High School Counselor,C15,2025,Computer Science,STEM,$100K-$150K,1,0,3.19,44050,None,0,0,0,44050,Enrolled (Active),,,,3.12
S012968,A050024,High School Counselor,C15,2025,Biology & Life Sciences,STEM,$150K+,0,0,3.78,44110,Merit,7350,0,15600,36760,Enrolled (Active),,,,2.9
S012969,A050036,College Website,C15,2025,Physical Sciences & Math,STEM,$30K-$60K,0,0,3.02,42520,Merit,13450,0,9400,29070,Enrolled (Active),,,,3.1
S012970,A050042,Social Media,C15,2025,Physical Sciences & Math,STEM,$60K-$100K,0,1,3.54,42480,Merit,13150,0,0,29330,Enrolled (Active),,,,2.56
S012971,A050045,Advertising / Direct Mail,C15,2025,Engineering,STEM,Under $30K,1,0,3.18,42500,Merit,21350,0,0,21150,Enrolled (Active),,,,2.88
S012972,A050048,College Fair,C15,2025,Computer Science,STEM,$30K-$60K,0,1,2.7,42260,Merit,21600,5955,0,14705,Enrolled (Active),,,,2.24
S012973,A050049,Friends / Family / Alumni,C15,2025,Computer Science,STEM,Under $30K,1,0,3.57,42990,Departmental,9400,0,0,33590,Enrolled (Active),,,,2.76
S012974,A050053,Campus Visit / Open House,C15,2025,Psychology,Non-STEM,$60K-$100K,1,0,3.02,44730,Merit,7650,0,22900,37080,Enrolled (Active),,,,2.57
S012975,A050055,Campus Visit / Open House,C15,2025,Business,Non-STEM,Under $30K,1,0,4.0,44050,Merit,16050,0,18700,28000,Enrolled (Active),,,,3.12
S012976,A050056,Online Search / Rankings Sites,C15,2025,Arts & Humanities,Non-STEM,$100K-$150K,0,1,3.1,43280,Departmental,9600,0,0,33680,Enrolled (Active),,,,3.08
S012977,A050061,Social Media,C15,2025,Computer Science,STEM,$100K-$150K,0,0,3.18,43120,Need-Based,26150,0,0,16970,Enrolled (Active),,,,2.66
S012978,A050071,Campus Visit / Open House,C15,2025,Engineering,STEM,$150K+,0,0,3.32,42830,Departmental,3100,0,18900,39730,Dropped Out,,2026,1,2.25
S012979,A050077,Campus Visit / Open House,C15,2025,Computer Science,STEM,$100K-$150K,0,1,3.23,42510,Merit,23200,0,13100,19310,Enrolled (Active),,,,2.86
S012980,A050083,Social Media,C15,2025,Arts & Humanities,Non-STEM,$60K-$100K,1,0,3.52,43910,Departmental,2500,0,0,41410,Enrolled (Active),,,,2.59
S012981,A050084,Friends / Family / Alumni,C15,2025,Physical Sciences & Math,STEM,$60K-$100K,0,1,2.95,42540,Need-Based,23650,0,0,18890,Enrolled (Active),,,,2.46
S012982,A050087,College Fair,C15,2025,Business,Non-STEM,Under $30K,1,0,3.61,42310,Need-Based,18500,5565,0,18245,Enrolled (Active),,,,2.74
S012983,A050088,College Website,C15,2025,Business,Non-STEM,$60K-$100K,1,1,4.0,43210,Merit,18650,0,12800,24560,Enrolled (Active),,,,3.01
S012984,A050091,Social Media,C15,2025,Physical Sciences & Math,STEM,$150K+,0,0,3.55,43680,Departmental,7650,0,12400,36030,Enrolled (Active),,,,3.18
S012985,A050092,Campus Visit / Open House,C15,2025,Biology & Life Sciences,STEM,$100K-$150K,0,1,3.0,42400,None,0,0,18900,42400,Enrolled (Active),,,,3.01
S012986,A050096,Campus Visit / Open House,C15,2025,Business,Non-STEM,$150K+,0,1,3.4,42770,Need-Based,19150,0,0,23620,Enrolled (Active),,,,3.03
S012987,A050100,High School Counselor,C15,2025,Computer Science,STEM,$30K-$60K,0,0,3.07,42740,Need-Based,11550,0,0,31190,Enrolled (Active),,,,3.05
S012988,A050107,High School Counselor,C15,2025,Engineering,STEM,$60K-$100K,1,1,3.66,43770,Merit,12550,0,0,31220,Enrolled (Active),,,,3.15
S012989,A050111,College Website,C15,2025,Nursing & Health Sciences,STEM,$60K-$100K,0,0,2.91,43910,None,0,0,0,43910,Enrolled (Active),,,,2.8
S012990,A050114,Campus Visit / Open House,C15,2025,Business,Non-STEM,$60K-$100K,0,0,3.23,43320,Athletic,21850,0,0,21470,Enrolled (Active),,,,3.05
S012991,A050115,College Fair,C15,2025,Biology & Life Sciences,STEM,$30K-$60K,0,0,3.43,43440,Merit,19350,0,0,24090,Enrolled (Active),,,,3.25
S012992,A050123,College Website,C15,2025,Business,Non-STEM,$60K-$100K,1,1,2.67,44640,None,0,0,0,44640,Enrolled (Active),,,,3.06
S012993,A050125,College Website,C15,2025,Business,Non-STEM,Under $30K,1,0,3.24,44110,Need-Based,21500,0,12400,22610,Dropped Out,,2026,1,1.71
S012994,A050126,High School Counselor,C15,2025,Biology & Life Sciences,STEM,$150K+,0,1,3.18,44140,Athletic,24050,0,10200,20090,Enrolled (Active),,,,3.53
S012995,A050130,Online Search / Rankings Sites,C15,2025,Computer Science,STEM,$30K-$60K,1,1,3.96,43920,Athletic,29300,6347,5000,8273,Enrolled (Active),,,,3.97
S012996,A050132,Advertising / Direct Mail,C15,2025,Psychology,Non-STEM,$100K-$150K,0,1,2.88,43230,Need-Based,13300,0,0,29930,Enrolled (Active),,,,2.7
S012997,A050137,Campus Visit / Open House,C15,2025,Arts & Humanities,Non-STEM,$60K-$100K,1,0,3.2,42310,Merit,9350,0,0,32960,Dropped Out,,2026,1,2.49
S012998,A050138,College Fair,C15,2025,Engineering,STEM,$60K-$100K,1,0,4.0,44750,Merit,18750,0,15900,26000,Enrolled (Active),,,,3.61
S012999,A050143,College Website,C15,2025,Engineering,STEM,$30K-$60K,1,1,4.0,44040,Merit,21350,2740,9100,19950,Enrolled (Active),,,,3.28
S013000,A050150,College Fair,C15,2025,Social Sciences,Non-STEM,$30K-$60K,0,0,3.12,44090,None,0,2848,12800,41242,Enrolled (Active),,,,3.1
S013001,A050151,Friends / Family / Alumni,C15,2025,Engineering,STEM,$60K-$100K,0,0,3.15,42600,Merit,15200,0,10900,27400,Enrolled (Active),,,,3.18
S013002,A050152,Friends / Family / Alumni,C15,2025,Biology & Life Sciences,STEM,$150K+,0,0,3.34,43470,Merit,20000,0,0,23470,Enrolled (Active),,,,3.5
S013003,A050155,Social Media,C15,2025,Arts & Humanities,Non-STEM,$150K+,0,1,3.73,43180,Merit,11200,0,0,31980,Enrolled (Active),,,,3.31
S013004,A050163,Campus Visit / Open House,C15,2025,Physical Sciences & Math,STEM,$30K-$60K,1,0,3.14,43340,None,0,0,23700,43340,Dropped Out,,2026,1,2.56
S013005,A050164,College Website,C15,2025,Business,Non-STEM,$30K-$60K,0,0,3.36,43580,Need-Based,22100,5389,8400,16091,Enrolled (Active),,,,2.74
S013006,A050165,Advertising / Direct Mail,C15,2025,Engineering,STEM,Under $30K,0,1,3.53,43860,Merit,15800,0,12200,28060,Enrolled (Active),,,,3.14
S013007,A050166,Advertising / Direct Mail,C15,2025,Business,Non-STEM,$100K-$150K,0,0,3.86,42790,Need-Based,21650,0,0,21140,Enrolled (Active),,,,3.25
S013008,A050167,Advertising / Direct Mail,C15,2025,Business,Non-STEM,$100K-$150K,0,0,3.32,42730,Merit,8100,0,12500,34630,Enrolled (Active),,,,2.52
S013009,A050183,Social Media,C15,2025,Social Sciences,Non-STEM,$60K-$100K,0,0,2.95,43360,None,0,0,0,43360,Enrolled (Active),,,,2.77
S013010,A050187,College Fair,C15,2025,Computer Science,STEM,$150K+,0,1,3.44,43570,Need-Based,17100,0,13400,26470,Enrolled (Active),,,,3.45
S013011,A050191,College Website,C15,2025,Engineering,STEM,$60K-$100K,0,0,2.99,43260,Need-Based,21350,0,12900,21910,Enrolled (Active),,,,2.45
S013012,A050195,College Fair,C15,2025,Physical Sciences & Math,STEM,$30K-$60K,0,1,3.91,44050,Merit,16850,4201,0,22999,Enrolled (Active),,,,3.08
S013013,A050196,Friends / Family / Alumni,C15,2025,Engineering,STEM,$60K-$100K,0,0,3.79,43660,Merit,12200,0,0,31460,Dropped Out,,2026,1,2.76
S013014,A050200,Advertising / Direct Mail,C15,2025,Business,Non-STEM,$150K+,0,0,3.51,44690,Departmental,7100,0,0,37590,Enrolled (Active),,,,2.57
S013015,A050206,Campus Visit / Open House,C15,2025,Education,Non-STEM,$60K-$100K,0,1,4.0,43100,Athletic,19750,0,0,23350,Enrolled (Active),,,,2.82
S013016,A050215,Social Media,C15,2025,Psychology,Non-STEM,$100K-$150K,0,0,3.13,43220,Merit,23250,0,0,19970,Dropped Out,,2026,1,1.67
S013017,A050217,Friends / Family / Alumni,C15,2025,Arts & Humanities,Non-STEM,$60K-$100K,1,0,2.77,44440,Departmental,10200,0,15900,34240,Enrolled (Active),,,,2.33
S013018,A050218,Campus Visit / Open House,C15,2025,Social Sciences,Non-STEM,$150K+,0,0,3.47,43360,None,0,0,0,43360,Enrolled (Active),,,,3.29
S013019,A050221,College Website,C15,2025,Engineering,STEM,$150K+,0,0,4.0,44470,None,0,0,29800,44470,Enrolled (Active),,,,3.74
S013020,A050232,Social Media,C15,2025,Physical Sciences & Math,STEM,Under $30K,0,0,3.62,43680,Need-Based,27250,0,0,16430,Enrolled (Active),,,,3.0
S013021,A050235,College Fair,C15,2025,Business,Non-STEM,$30K-$60K,0,0,3.63,43750,Merit,15100,0,0,28650,Enrolled (Active),,,,2.88
S013022,A050236,College Website,C15,2025,Social Sciences,Non-STEM,$60K-$100K,0,0,3.52,44580,Merit,18550,0,0,26030,Enrolled (Active),,,,3.01
S013023,A050245,Campus Visit / Open House,C16,2018,Computer Science,STEM,$30K-$60K,1,1,3.56,10200,None,0,2114,0,8086,Dropped Out,,2022,4,2.27
S013024,A050254,Friends / Family / Alumni,C16,2018,Psychology,Non-STEM,$60K-$100K,0,0,3.38,25220,None,0,0,0,25220,Graduated,2024,,6,2.8
S013025,A050258,Campus Visit / Open House,C16,2018,Engineering,STEM,$60K-$100K,1,1,3.59,10500,None,0,0,0,10500,Graduated,2023,,5,2.7
S013026,A050266,Campus Visit / Open House,C16,2018,Psychology,Non-STEM,$30K-$60K,1,1,3.11,10490,None,0,6160,2100,4330,Dropped Out,,2022,4,2.37
S013027,A050272,High School Counselor,C16,2018,Education,Non-STEM,$60K-$100K,0,1,3.64,9950,Merit,4700,0,3400,5250,Graduated,2023,,5,3.59
S013028,A050289,Friends / Family / Alumni,C16,2018,Physical Sciences & Math,STEM,$30K-$60K,0,1,2.46,10000,None,0,5316,2800,4684,Graduated,2022,,4,3.31
S013029,A050297,Online Search / Rankings Sites,C16,2018,Education,Non-STEM,$150K+,0,0,3.15,23930,None,0,0,9200,23930,Graduated,2022,,4,4.0
S013030,A050302,Campus Visit / Open House,C16,2018,Engineering,STEM,$30K-$60K,1,1,2.61,10550,Merit,2300,5057,1700,3193,Dropped Out,,2020,2,1.96
S013031,A050304,Online Search / Rankings Sites,C16,2018,Computer Science,STEM,Under $30K,1,0,3.86,24030,Need-Based,11150,6805,3400,6075,Dropped Out,,2020,2,1.73
S013032,A050305,College Website,C16,2018,Education,Non-STEM,$60K-$100K,0,1,4.0,10210,Merit,5150,0,0,5060,Graduated,2022,,4,3.17
S013033,A050315,Campus Visit / Open House,C16,2018,Nursing & Health Sciences,STEM,$100K-$150K,0,1,3.47,10160,None,0,0,4600,10160,Graduated,2022,,4,2.53
S013034,A050317,Campus Visit / Open House,C16,2018,Biology & Life Sciences,STEM,$60K-$100K,0,1,3.22,9960,None,0,0,0,9960,Graduated,2022,,4,2.54
S013035,A050323,Online Search / Rankings Sites,C16,2018,Business,Non-STEM,$60K-$100K,0,1,3.73,10310,Merit,5650,0,2300,4660,Graduated,2022,,4,2.79
S013036,A050328,Campus Visit / Open House,C16,2018,Education,Non-STEM,$30K-$60K,1,1,3.57,10410,None,0,6503,0,3907,Graduated,2022,,4,2.86
S013037,A050343,Friends / Family / Alumni,C16,2018,Business,Non-STEM,$30K-$60K,0,0,3.28,25230,Need-Based,14750,0,0,10480,Graduated,2022,,4,2.9
S013038,A050346,College Fair,C16,2018,Engineering,STEM,$150K+,0,1,2.81,10370,None,0,0,5200,10370,Dropped Out,,2021,3,1.76
S013039,A050355,Online Search / Rankings Sites,C16,2018,Psychology,Non-STEM,Under $30K,1,0,2.9,23870,None,0,0,0,23870,Dropped Out,,2020,2,1.74
S013040,A050357,Campus Visit / Open House,C16,2018,Arts & Humanities,Non-STEM,$30K-$60K,0,1,4.0,10420,Merit,2750,6542,700,1128,Graduated,2023,,5,2.75
S013041,A050363,Online Search / Rankings Sites,C16,2018,Psychology,Non-STEM,$150K+,1,0,3.34,24130,Need-Based,9000,0,0,15130,Graduated,2022,,4,3.22
S013042,A050367,Social Media,C16,2018,Biology & Life Sciences,STEM,Under $30K,1,1,3.1,10550,Merit,3350,4176,1900,3024,Graduated,2022,,4,2.79
S013043,A050384,Campus Visit / Open House,C16,2018,Biology & Life Sciences,STEM,Under $30K,0,0,3.2,25010,None,0,5106,12800,19904,Graduated,2022,,4,2.12
S013044,A050385,College Fair,C16,2018,Business,Non-STEM,$150K+,0,1,2.46,10060,None,0,0,0,10060,Dropped Out,,2020,2,2.15
S013045,A050387,Friends / Family / Alumni,C16,2018,Social Sciences,Non-STEM,$30K-$60K,0,0,3.7,24670,Merit,7800,0,0,16870,Graduated,2022,,4,2.89
S013046,A050388,Online Search / Rankings Sites,C16,2018,Nursing & Health Sciences,STEM,$60K-$100K,0,1,3.72,10270,Merit,4200,0,0,6070,Graduated,2022,,4,3.17
S013047,A050390,High School Counselor,C16,2018,Arts & Humanities,Non-STEM,$150K+,0,1,3.58,10370,None,0,0,3800,10370,Graduated,2022,,4,3.72
S013048,A050404,Campus Visit / Open House,C16,2018,Business,Non-STEM,$30K-$60K,0,1,2.84,10460,Merit,4800,5660,0,0,Graduated,2022,,4,3.12
S013049,A050406,Campus Visit / Open House,C16,2018,Computer Science,STEM,Under $30K,0,0,3.18,24400,None,0,3720,9500,20680,Graduated,2022,,4,2.96
S013050,A050408,Friends / Family / Alumni,C16,2018,Arts & Humanities,Non-STEM,Under $30K,0,0,3.13,24450,None,0,6368,10900,18082,Graduated,2022,,4,3.15
S013051,A050409,High School Counselor,C16,2018,Nursing & Health Sciences,STEM,$60K-$100K,0,1,3.44,9940,Merit,2750,0,0,7190,Graduated,2022,,4,3.86
S013052,A050416,Friends / Family / Alumni,C16,2018,Computer Science,STEM,Under $30K,1,1,3.17,10150,None,0,0,4900,10150,Graduated,2022,,4,3.36
S013053,A050423,Friends / Family / Alumni,C16,2018,Nursing & Health Sciences,STEM,$30K-$60K,0,1,3.52,10340,Merit,2850,0,4000,7490,Graduated,2023,,5,2.8
S013054,A050431,Friends / Family / Alumni,C16,2018,Computer Science,STEM,Under $30K,1,1,2.55,10470,None,0,0,4900,10470,Dropped Out,,2019,1,2.76
S013055,A050433,Friends / Family / Alumni,C16,2018,Education,Non-STEM,$60K-$100K,0,0,3.13,24810,None,0,0,0,24810,Dropped Out,,2021,3,1.64
S013056,A050443,College Website,C16,2018,Biology & Life Sciences,STEM,$100K-$150K,0,0,3.89,25280,Merit,4950,0,7600,20330,Graduated,2024,,6,3.35
S013057,A050450,Friends / Family / Alumni,C16,2018,Nursing & Health Sciences,STEM,$150K+,0,1,3.87,10490,None,0,0,4100,10490,Graduated,2022,,4,3.79
S013058,A050453,College Website,C16,2018,Nursing & Health Sciences,STEM,$100K-$150K,0,1,3.1,10420,Departmental,1800,0,0,8620,Graduated,2023,,5,3.01
S013059,A050463,Friends / Family / Alumni,C16,2018,Arts & Humanities,Non-STEM,Under $30K,1,0,3.61,24660,None,0,0,9600,24660,Graduated,2022,,4,2.35
S013060,A050477,Friends / Family / Alumni,C16,2018,Psychology,Non-STEM,$150K+,0,0,3.4,24880,Merit,10500,0,6800,14380,Dropped Out,,2019,1,2.56
S013061,A050480,College Website,C16,2018,Psychology,Non-STEM,$100K-$150K,0,1,3.64,10030,None,0,0,5200,10030,Graduated,2022,,4,3.33
S013062,A050481,College Website,C16,2018,Engineering,STEM,$30K-$60K,1,0,3.62,24930,Merit,13450,0,4400,11480,Graduated,2024,,6,2.95
S013063,A050494,College Fair,C16,2018,Education,Non-STEM,$150K+,0,1,3.24,10400,Merit,4450,0,2000,5950,Graduated,2022,,4,2.89
S013064,A050498,Friends / Family / Alumni,C16,2018,Biology & Life Sciences,STEM,$30K-$60K,0,1,3.38,10500,None,0,4633,0,5867,Graduated,2022,,4,3.85
S013065,A050509,Friends / Family / Alumni,C16,2018,Arts & Humanities,Non-STEM,Under $30K,0,1,2.84,10010,None,0,5076,2100,4934,Dropped Out,,2021,3,2.14
S013066,A050511,High School Counselor,C16,2018,Engineering,STEM,Under $30K,1,1,3.51,10530,Need-Based,6200,4330,0,0,Graduated,2022,,4,2.82
S013067,A050525,College Fair,C16,2018,Physical Sciences & Math,STEM,$30K-$60K,0,1,3.37,9990,None,0,2877,2400,7113,Dropped Out,,2019,1,2.27
S013068,A050532,High School Counselor,C16,2018,Biology & Life Sciences,STEM,$100K-$150K,0,1,2.23,10150,None,0,0,6800,10150,Dropped Out,,2019,1,2.11
S013069,A050537,Social Media,C16,2018,Psychology,Non-STEM,$60K-$100K,1,0,3.65,25260,None,0,0,0,25260,Dropped Out,,2022,4,2.94
S013070,A050538,High School Counselor,C16,2018,Education,Non-STEM,$30K-$60K,0,0,3.13,24060,None,0,0,0,24060,Graduated,2023,,5,2.56
S013071,A050540,Friends / Family / Alumni,C16,2018,Education,Non-STEM,$60K-$100K,0,1,3.0,10110,None,0,0,0,10110,Dropped Out,,2019,1,2.76
S013072,A050541,Friends / Family / Alumni,C16,2018,Biology & Life Sciences,STEM,$30K-$60K,0,0,3.23,23970,None,0,4267,8200,19703,Graduated,2023,,5,3.1
S013073,A050542,Social Media,C16,2018,Business,Non-STEM,$30K-$60K,1,0,2.91,25170,None,0,0,17600,25170,Graduated,2022,,4,3.11
S013074,A050544,High School Counselor,C16,2018,Nursing & Health Sciences,STEM,$150K+,0,1,2.88,9950,None,0,0,0,9950,Graduated,2022,,4,2.56
S013075,A050548,Campus Visit / Open House,C16,2018,Social Sciences,Non-STEM,Under $30K,0,0,3.09,24310,None,0,0,16700,24310,Graduated,2022,,4,2.98
S013076,A050550,High School Counselor,C16,2018,Computer Science,STEM,$100K-$150K,0,1,3.71,10240,None,0,0,0,10240,Graduated,2022,,4,2.7
S013077,A050551,College Website,C16,2018,Computer Science,STEM,$100K-$150K,1,1,3.08,10350,Merit,1900,0,0,8450,Dropped Out,,2019,1,2.2
S013078,A050554,College Fair,C16,2018,Nursing & Health Sciences,STEM,$150K+,0,1,3.6,10460,Need-Based,4000,0,4100,6460,Graduated,2023,,5,3.36
S013079,A050569,Friends / Family / Alumni,C16,2018,Biology & Life Sciences,STEM,$100K-$150K,0,0,3.24,24680,None,0,0,0,24680,Graduated,2023,,5,2.67
S013080,A050574,College Website,C16,2018,Computer Science,STEM,$100K-$150K,0,1,2.8,10250,Departmental,750,0,0,9500,Graduated,2023,,5,2.52
S013081,A050585,College Website,C16,2018,Business,Non-STEM,$150K+,0,0,3.67,24760,Need-Based,13650,0,4800,11110,Dropped Out,,2022,4,2.03
S013082,A050591,Campus Visit / Open House,C16,2018,Engineering,STEM,$30K-$60K,0,0,3.67,24220,Athletic,12300,4228,4000,7692,Graduated,2024,,6,3.0
S013083,A050597,Online Search / Rankings Sites,C16,2019,Business,Non-STEM,$30K-$60K,1,0,2.41,25060,None,0,4935,0,20125,Dropped Out,,2021,2,2.47
S013084,A050604,Online Search / Rankings Sites,C16,2019,Computer Science,STEM,$60K-$100K,0,0,3.67,25520,Merit,9250,0,9300,16270,Graduated,2023,,4,3.85
S013085,A050607,Friends / Family / Alumni,C16,2019,Engineering,STEM,$30K-$60K,0,1,2.55,10840,Departmental,2400,4995,1800,3445,Graduated,2024,,5,2.25
S013086,A050608,College Website,C16,2019,Social Sciences,Non-STEM,$30K-$60K,0,1,3.74,10870,Merit,4950,4202,900,1718,Graduated,2023,,4,3.44
S013087,A050629,Campus Visit / Open House,C16,2019,Education,Non-STEM,$30K-$60K,0,0,3.35,25610,Merit,10650,2600,6100,12360,Graduated,2024,,5,3.21
S013088,A050631,College Fair,C16,2019,Arts & Humanities,Non-STEM,$60K-$100K,0,1,3.23,10850,None,0,0,7100,10850,Graduated,2023,,4,2.64
S013089,A050633,High School Counselor,C16,2019,Nursing & Health Sciences,STEM,$30K-$60K,1,0,3.89,25110,Departmental,3700,5573,9000,15837,Graduated,2023,,4,2.59
S013090,A050637,High School Counselor,C16,2019,Psychology,Non-STEM,$30K-$60K,0,1,3.54,10830,Merit,2400,0,5700,8430,Graduated,2024,,5,3.14
S013091,A050639,Campus Visit / Open House,C16,2019,Biology & Life Sciences,STEM,$30K-$60K,0,1,3.21,10860,None,0,5814,0,5046,Graduated,2024,,5,3.71
S013092,A050648,Friends / Family / Alumni,C16,2019,Nursing & Health Sciences,STEM,$100K-$150K,1,1,3.65,10300,None,0,0,4300,10300,Graduated,2023,,4,2.55
S013093,A050658,Friends / Family / Alumni,C16,2019,Social Sciences,Non-STEM,Under $30K,1,1,3.13,10360,None,0,0,0,10360,Graduated,2023,,4,3.28
S013094,A050662,High School Counselor,C16,2019,Nursing & Health Sciences,STEM,$60K-$100K,0,1,2.94,10330,Athletic,5150,0,3000,5180,Graduated,2023,,4,2.98
S013095,A050663,Friends / Family / Alumni,C16,2019,Computer Science,STEM,Under $30K,1,0,3.59,24820,None,0,0,0,24820,Dropped Out,,2020,1,2.62
S013096,A050665,Friends / Family / Alumni,C16,2019,Arts & Humanities,Non-STEM,$150K+,0,1,3.41,10490,None,0,0,4900,10490,Graduated,2024,,5,3.06
S013097,A050669,Friends / Family / Alumni,C16,2019,Nursing & Health Sciences,STEM,$100K-$150K,0,0,2.95,25950,Merit,7950,0,12100,18000,Dropped Out,,2022,3,1.42
S013098,A050679,High School Counselor,C16,2019,Business,Non-STEM,Under $30K,1,1,4.0,10730,Departmental,1350,0,0,9380,Graduated,2023,,4,3.2
S013099,A050684,College Website,C16,2019,Arts & Humanities,Non-STEM,$60K-$100K,0,1,3.74,10820,Merit,5900,0,1900,4920,Dropped Out,,2021,2,2.11
S013100,A050688,College Website,C16,2019,Physical Sciences & Math,STEM,$150K+,0,0,3.34,25210,None,0,0,0,25210,Graduated,2023,,4,3.08
S013101,A050689,Campus Visit / Open House,C16,2019,Computer Science,STEM,$100K-$150K,0,1,3.09,10870,None,0,0,4700,10870,Graduated,2023,,4,3.04
S013102,A050692,High School Counselor,C16,2019,Engineering,STEM,$60K-$100K,0,0,3.8,25980,Merit,5550,0,13100,20430,Graduated,2024,,5,3.56
S013103,A050694,High School Counselor,C16,2019,Computer Science,STEM,$60K-$100K,0,1,2.98,10260,Athletic,6950,0,1400,3310,Graduated,2024,,5,2.73
S013104,A050697,Friends / Family / Alumni,C16,2019,Nursing & Health Sciences,STEM,Under $30K,1,1,3.36,10850,Merit,4450,0,0,6400,Graduated,2023,,4,2.83
S013105,A050700,College Website,C16,2019,Business,Non-STEM,Under $30K,1,0,3.98,24860,Need-Based,13050,5957,0,5853,Graduated,2023,,4,2.88
S013106,A050712,Online Search / Rankings Sites,C16,2019,Computer Science,STEM,Under $30K,0,0,2.75,25860,None,0,3894,0,21966,Dropped Out,,2020,1,1.39
S013107,A050713,Campus Visit / Open House,C16,2019,Business,Non-STEM,$150K+,1,1,3.26,10750,Need-Based,6450,0,0,4300,Graduated,2023,,4,2.93
S013108,A050722,Campus Visit / Open House,C16,2019,Nursing & Health Sciences,STEM,Under $30K,1,0,3.01,25340,None,0,6071,0,19269,Graduated,2023,,4,2.56
S013109,A050724,College Website,C16,2019,Nursing & Health Sciences,STEM,Under $30K,0,0,3.64,24640,Need-Based,12150,0,0,12490,Graduated,2023,,4,3.8
S013110,A050726,Friends / Family / Alumni,C16,2019,Biology & Life Sciences,STEM,$60K-$100K,1,1,3.08,10600,None,0,0,0,10600,Dropped Out,,2023,4,2.48
S013111,A050733,Social Media,C16,2019,Engineering,STEM,Under $30K,1,1,2.73,10870,None,0,0,0,10870,Dropped Out,,2022,3,2.5
S013112,A050738,High School Counselor,C16,2019,Engineering,STEM,$60K-$100K,1,1,2.63,10400,Departmental,2000,0,0,8400,Dropped Out,,2021,2,2.07
S013113,A050743,High School Counselor,C16,2019,Psychology,Non-STEM,$30K-$60K,0,1,3.01,10460,None,0,5746,0,4714,Graduated,2025,,6,2.7
S013114,A050747,College Website,C16,2019,Engineering,STEM,$60K-$100K,0,1,3.14,10770,Departmental,2200,0,0,8570,Graduated,2023,,4,3.16
S013115,A050751,Friends / Family / Alumni,C16,2019,Nursing & Health Sciences,STEM,$60K-$100K,1,1,3.64,10650,Need-Based,3200,0,5000,7450,Graduated,2023,,4,3.11
S013116,A050752,High School Counselor,C16,2019,Arts & Humanities,Non-STEM,Under $30K,1,0,3.64,25630,Departmental,6200,0,0,19430,Graduated,2024,,5,3.21
S013117,A050754,Campus Visit / Open House,C16,2019,Psychology,Non-STEM,Under $30K,1,1,3.41,10340,Merit,4000,0,0,6340,Dropped Out,,2020,1,2.89
S013118,A050757,High School Counselor,C16,2019,Nursing & Health Sciences,STEM,$150K+,1,1,3.68,10800,Athletic,8000,0,0,2800,Graduated,2023,,4,4.0
S013119,A050761,Online Search / Rankings Sites,C16,2019,Arts & Humanities,Non-STEM,$150K+,0,0,3.07,25010,None,0,0,7700,25010,Dropped Out,,2021,2,2.11
