application_id,college_id,application_year,discovery_channel,applicant_state,intended_field,admitted_flag,enrolled_flag
A040724,C13,2022,College Fair,PA,Engineering,1,0
A040725,C13,2022,Campus Visit / Open House,VA,Computer Science,1,1
A040726,C13,2022,Friends / Family / Alumni,VA,Education,1,1
A040727,C13,2022,Friends / Family / Alumni,VA,Psychology,1,1
A040728,C13,2022,College Website,OR,Engineering,1,1
A040729,C13,2022,Social Media,VA,Social Sciences,0,0
A040730,C13,2022,College Website,VA,Engineering,1,0
A040731,C13,2022,Online Search / Rankings Sites,VA,Physical Sciences & Math,1,0
A040732,C13,2022,Social Media,MN,Arts & Humanities,1,1
A040733,C13,2022,Online Search / Rankings Sites,VA,Engineering,0,0
A040734,C13,2022,High School Counselor,GA,Psychology,1,0
A040735,C13,2022,High School Counselor,VA,Computer Science,1,1
A040736,C13,2022,High School Counselor,VA,Biology & Life Sciences,1,0
A040737,C13,2022,College Fair,OH,Computer Science,1,0
A040738,C13,2022,College Fair,VA,Social Sciences,1,1
A040739,C13,2022,Social Media,WA,Social Sciences,1,1
A040740,C13,2022,College Fair,VA,Nursing & Health Sciences,1,0
A040741,C13,2022,High School Counselor,VA,Biology & Life Sciences,1,1
A040742,C13,2022,Campus Visit / Open House,VA,Business,1,0
A040743,C13,2022,College Fair,VA,Computer Science,1,1
A040744,C13,2022,Online Search / Rankings Sites,MN,Physical Sciences & Math,1,0
A040745,C13,2022,Friends / Family / Alumni,TX,Engineering,1,0
A040746,C13,2022,Social Media,VA,Social Sciences,1,0
A040747,C13,2022,Friends / Family / Alumni,VA,Psychology,1,0
A040748,C13,2022,College Fair,FL,Business,1,0
A040749,C13,2022,Online Search / Rankings Sites,VA,Nursing & Health Sciences,1,1
A040750,C13,2022,College Website,MI,Engineering,0,0
A040751,C13,2022,Online Search / Rankings Sites,MI,Business,0,0
A040752,C13,2022,Advertising / Direct Mail,AZ,Business,1,0
A040753,C13,2022,Friends / Family / Alumni,OR,Physical Sciences & Math,1,1
A040754,C13,2022,Online Search / Rankings Sites,VA,Engineering,1,0
A040755,C13,2022,College Website,VA,Nursing & Health Sciences,1,0
A040756,C13,2022,High School Counselor,VA,Biology & Life Sciences,1,0
A040757,C13,2022,Campus Visit / Open House,WA,Social Sciences,1,1
A040758,C13,2022,Friends / Family / Alumni,NJ,Education,1,0
A040759,C13,2022,College Website,IL,Biology & Life Sciences,1,1
A040760,C13,2022,College Website,VA,Arts & Humanities,1,0
A040761,C13,2022,Campus Visit / Open House,VA,Business,1,0
A040762,C13,2022,High School Counselor,TN,Nursing & Health Sciences,1,1
A040763,C13,2022,College Fair,VA,Nursing & Health Sciences,0,0
A040764,C13,2022,High School Counselor,CA,Nursing & Health Sciences,1,1
A040765,C13,2022,Social Media,VA,Education,1,1
A040766,C13,2022,Friends / Family / Alumni,VA,Biology & Life Sciences,1,1
A040767,C13,2022,High School Counselor,VA,Arts & Humanities,1,1
A040768,C13,2022,College Website,PA,Biology & Life Sciences,1,1
A040769,C13,2022,College Website,IL,Nursing & Health Sciences,1,0
A040770,C13,2022,Social Media,CA,Business,1,1
A040771,C13,2022,Advertising / Direct Mail,NY,Nursing & Health Sciences,1,1
A040772,C13,2022,High School Counselor,VA,Education,1,1
A040773,C13,2022,College Website,OH,Engineering,0,0
A040774,C13,2022,High School Counselor,NJ,Psychology,1,1
A040775,C13,2022,College Website,VA,Business,1,0
A040776,C13,2022,Campus Visit / Open House,VA,Psychology,1,1
A040777,C13,2022,Online Search / Rankings Sites,VA,Nursing & Health Sciences,0,0
A040778,C13,2022,Campus Visit / Open House,VA,Engineering,1,1
A040779,C13,2022,Online Search / Rankings Sites,NJ,Education,0,0
A040780,C13,2022,High School Counselor,VA,Computer Science,1,1
A040781,C13,2022,Campus Visit / Open House,WA,Engineering,0,0
A040782,C13,2022,College Website,VA,Engineering,0,0
A040783,C13,2022,College Website,VA,Arts & Humanities,1,0
A040784,C13,2022,College Website,VA,Nursing & Health Sciences,1,1
A040785,C13,2022,High School Counselor,VA,Business,1,0
A040786,C13,2022,College Website,CA,Psychology,1,0
A040787,C13,2022,Online Search / Rankings Sites,PA,Biology & Life Sciences,1,1
A040788,C13,2022,College Website,TX,Computer Science,0,0
A040789,C13,2022,Friends / Family / Alumni,CA,Psychology,1,0
A040790,C13,2022,Online Search / Rankings Sites,NJ,Physical Sciences & Math,1,1
A040791,C13,2022,Social Media,VA,Arts & Humanities,1,1
A040792,C13,2022,College Website,WI,Engineering,1,0
A040793,C13,2022,High School Counselor,NC,Psychology,1,1
A040794,C13,2022,Campus Visit / Open House,IL,Arts & Humanities,1,0
A040795,C13,2022,High School Counselor,VA,Engineering,0,0
A040796,C13,2022,College Fair,VA,Nursing & Health Sciences,1,0
A040797,C13,2022,Friends / Family / Alumni,AZ,Biology & Life Sciences,0,0
A040798,C13,2022,College Fair,OR,Business,1,0
A040799,C13,2022,Online Search / Rankings Sites,TN,Engineering,1,0
A040800,C13,2022,Social Media,VA,Engineering,1,0
A040801,C13,2022,College Fair,OR,Business,1,0
A040802,C13,2022,College Fair,VA,Business,1,1
A040803,C13,2022,Social Media,NJ,Social Sciences,1,0
A040804,C13,2022,Friends / Family / Alumni,NY,Biology & Life Sciences,1,1
A040805,C13,2022,Campus Visit / Open House,VA,Psychology,1,0
A040806,C13,2022,College Website,MN,Business,1,1
A040807,C13,2022,Social Media,VA,Business,1,0
A040808,C13,2022,College Website,VA,Psychology,1,0
A040809,C13,2022,Social Media,NJ,Nursing & Health Sciences,1,0
A040810,C13,2022,Online Search / Rankings Sites,VA,Social Sciences,1,1
A040811,C13,2022,Friends / Family / Alumni,VA,Education,1,0
A040812,C13,2022,Campus Visit / Open House,TN,Social Sciences,1,1
A040813,C13,2022,Online Search / Rankings Sites,VA,Nursing & Health Sciences,1,0
A040814,C13,2022,Campus Visit / Open House,VA,Nursing & Health Sciences,1,1
A040815,C13,2022,College Website,VA,Psychology,1,0
A040816,C13,2022,College Fair,VA,Social Sciences,1,0
A040817,C13,2022,High School Counselor,VA,Computer Science,1,0
A040818,C13,2022,College Website,NC,Nursing & Health Sciences,1,0
A040819,C13,2022,College Website,WI,Engineering,0,0
A040820,C13,2022,College Website,VA,Nursing & Health Sciences,1,1
A040821,C13,2022,Online Search / Rankings Sites,VA,Nursing & Health Sciences,1,0
A040822,C13,2022,College Fair,VA,Psychology,0,0
A040823,C13,2022,High School Counselor,VA,Business,0,0
A040824,C13,2022,Social Media,VA,Education,0,0
A040825,C13,2022,Friends / Family / Alumni,AZ,Nursing & Health Sciences,1,1
A040826,C13,2022,Online Search / Rankings Sites,WI,Business,0,0
A040827,C13,2022,Campus Visit / Open House,NJ,Education,1,1
A040828,C13,2022,College Fair,VA,Social Sciences,1,0
A040829,C13,2022,Campus Visit / Open House,VA,Arts & Humanities,1,0
A040830,C13,2022,College Website,VA,Business,0,0
A040831,C13,2022,High School Counselor,GA,Physical Sciences & Math,1,1
A040832,C13,2022,Friends / Family / Alumni,VA,Computer Science,1,1
A040833,C13,2022,Friends / Family / Alumni,VA,Business,1,0
A040834,C13,2022,Campus Visit / Open House,WI,Nursing & Health Sciences,0,0
A040835,C13,2022,Friends / Family / Alumni,VA,Business,1,1
A040836,C13,2022,High School Counselor,VA,Business,1,1
A040837,C13,2022,Friends / Family / Alumni,VA,Computer Science,1,0
A040838,C13,2022,College Fair,CO,Psychology,1,0
A040839,C13,2022,College Website,VA,Computer Science,1,0
A040840,C13,2022,Online Search / Rankings Sites,VA,Biology & Life Sciences,1,0
A040841,C13,2022,College Website,VA,Biology & Life Sciences,1,1
A040842,C13,2022,Friends / Family / Alumni,VA,Nursing & Health Sciences,1,1
A040843,C13,2022,Friends / Family / Alumni,VA,Business,1,1
A040844,C13,2022,High School Counselor,VA,Biology & Life Sciences,1,0
A040845,C13,2022,High School Counselor,VA,Business,1,0
A040846,C13,2022,Advertising / Direct Mail,OR,Computer Science,1,1
A040847,C13,2022,High School Counselor,VA,Arts & Humanities,1,0
A040848,C13,2022,College Website,VA,Business,1,0
A040849,C13,2022,College Website,VA,Computer Science,1,0
A040850,C13,2022,Social Media,VA,Psychology,1,0
A040851,C13,2022,College Website,VA,Engineering,1,0
A040852,C13,2022,College Website,VA,Nursing & Health Sciences,1,0
A040853,C13,2022,Friends / Family / Alumni,CA,Arts & Humanities,0,0
A040854,C13,2022,High School Counselor,GA,Arts & Humanities,1,0
A040855,C13,2022,Social Media,VA,Computer Science,1,0
A040856,C13,2022,Social Media,OR,Engineering,1,1
A040857,C13,2022,Friends / Family / Alumni,FL,Computer Science,0,0
A040858,C13,2022,Social Media,VA,Nursing & Health Sciences,0,0
A040859,C13,2022,High School Counselor,IL,Arts & Humanities,1,1
A040860,C13,2022,Campus Visit / Open House,NY,Physical Sciences & Math,1,1
A040861,C13,2022,College Website,PA,Business,1,0
A040862,C13,2022,Online Search / Rankings Sites,PA,Social Sciences,0,0
A040863,C13,2022,Advertising / Direct Mail,VA,Nursing & Health Sciences,1,0
A040864,C13,2022,Friends / Family / Alumni,VA,Business,1,1
A040865,C13,2022,College Website,TX,Arts & Humanities,1,1
A040866,C13,2022,College Fair,NC,Business,1,0
A040867,C13,2022,Friends / Family / Alumni,VA,Business,1,0
A040868,C13,2022,College Website,VA,Business,1,0
A040869,C13,2022,Advertising / Direct Mail,VA,Nursing & Health Sciences,1,1
A040870,C13,2022,Campus Visit / Open House,TX,Social Sciences,1,1
A040871,C13,2022,Online Search / Rankings Sites,VA,Arts & Humanities,1,0
A040872,C13,2022,High School Counselor,VA,Social Sciences,0,0
A040873,C13,2022,High School Counselor,OH,Business,1,0
A040874,C13,2022,College Website,VA,Education,1,0
A040875,C13,2022,College Website,VA,Nursing & Health Sciences,1,0
A040876,C13,2022,Online Search / Rankings Sites,WI,Nursing & Health Sciences,1,0
A040877,C13,2022,College Website,PA,Business,0,0
A040878,C13,2022,Social Media,NJ,Arts & Humanities,1,0
A040879,C13,2022,Campus Visit / Open House,IL,Business,0,0
A040880,C13,2022,Social Media,VA,Psychology,1,0
A040881,C13,2022,Friends / Family / Alumni,VA,Biology & Life Sciences,1,0
A040882,C13,2022,College Website,WI,Psychology,1,0
A040883,C13,2022,Social Media,VA,Nursing & Health Sciences,1,1
A040884,C13,2022,Social Media,VA,Psychology,1,0
A040885,C13,2022,College Fair,OH,Education,0,0
A040886,C13,2022,High School Counselor,VA,Engineering,0,0
A040887,C13,2022,Friends / Family / Alumni,TN,Social Sciences,1,0
A040888,C13,2022,Online Search / Rankings Sites,VA,Social Sciences,1,0
A040889,C13,2022,Friends / Family / Alumni,TN,Business,1,0
A040890,C13,2022,Campus Visit / Open House,VA,Arts & Humanities,1,1
A040891,C13,2022,Social Media,VA,Social Sciences,1,0
A040892,C13,2022,Campus Visit / Open House,GA,Computer Science,1,1
A040893,C13,2022,College Website,NJ,Business,1,0
A040894,C13,2022,High School Counselor,VA,Engineering,1,1
A040895,C13,2022,Campus Visit / Open House,VA,Business,1,0
A040896,C13,2022,Campus Visit / Open House,VA,Engineering,0,0
A040897,C13,2022,High School Counselor,CA,Physical Sciences & Math,0,0
A040898,C13,2022,College Fair,WA,Social Sciences,0,0
A040899,C13,2022,Social Media,VA,Nursing & Health Sciences,1,0
A040900,C13,2022,College Website,WI,Engineering,0,0
A040901,C13,2022,Online Search / Rankings Sites,WA,Physical Sciences & Math,1,1
A040902,C13,2022,Friends / Family / Alumni,VA,Biology & Life Sciences,1,1
A040903,C13,2022,Campus Visit / Open House,OH,Business,1,1
A040904,C13,2022,Campus Visit / Open House,VA,Psychology,1,1
A040905,C13,2022,Friends / Family / Alumni,VA,Psychology,1,1
A040906,C13,2022,Campus Visit / Open House,VA,Psychology,1,0
A040907,C13,2022,Friends / Family / Alumni,FL,Engineering,0,0
A040908,C13,2022,High School Counselor,MI,Nursing & Health Sciences,1,1
A040909,C13,2022,Campus Visit / Open House,CO,Nursing & Health Sciences,0,0
A040910,C13,2022,College Website,CO,Education,1,1
A040911,C13,2022,High School Counselor,VA,Arts & Humanities,1,1
A040912,C13,2022,College Website,VA,Arts & Humanities,1,1
A040913,C13,2022,Social Media,VA,Education,1,1
A040914,C13,2022,Friends / Family / Alumni,VA,Social Sciences,1,1
A040915,C13,2022,Social Media,VA,Computer Science,1,0
A040916,C13,2022,High School Counselor,VA,Engineering,1,1
A040917,C13,2022,Campus Visit / Open House,NY,Engineering,1,0
A040918,C13,2022,College Website,AZ,Arts & Humanities,1,0
A040919,C13,2022,Online Search / Rankings Sites,VA,Business,1,1
A040920,C13,2022,Campus Visit / Open House,AZ,Arts & Humanities,1,0
A040921,C13,2022,Campus Visit / Open House,VA,Business,1,1
A040922,C13,2022,College Website,VA,Computer Science,1,1
A040923,C13,2022,Advertising / Direct Mail,VA,Biology & Life Sciences,0,0
A040924,C13,2022,Campus Visit / Open House,VA,Education,1,1
A040925,C13,2022,College Website,TN,Biology & Life Sciences,1,0
A040926,C13,2022,College Fair,GA,Nursing & Health Sciences,1,1
A040927,C13,2022,College Website,VA,Physical Sciences & Math,1,0
A040928,C13,2022,College Fair,MN,Social Sciences,1,1
A040929,C13,2022,High School Counselor,VA,Computer Science,1,0
A040930,C13,2022,Social Media,VA,Business,1,1
A040931,C13,2022,Campus Visit / Open House,WA,Psychology,0,0
A040932,C13,2022,Online Search / Rankings Sites,VA,Business,0,0
A040933,C13,2022,Friends / Family / Alumni,OH,Nursing & Health Sciences,1,0
A040934,C13,2022,Social Media,VA,Arts & Humanities,0,0
A040935,C13,2022,High School Counselor,VA,Business,1,0
A040936,C13,2022,Campus Visit / Open House,WA,Business,1,0
A040937,C13,2022,Advertising / Direct Mail,WA,Biology & Life Sciences,0,0
A040938,C13,2022,Advertising / Direct Mail,VA,Arts & Humanities,1,0
A040939,C13,2022,Campus Visit / Open House,VA,Social Sciences,1,1
A040940,C13,2022,Friends / Family / Alumni,VA,Nursing & Health Sciences,1,1
A040941,C13,2022,Social Media,VA,Arts & Humanities,0,0
A040942,C13,2022,College Website,OH,Computer Science,1,0
A040943,C13,2022,High School Counselor,NC,Social Sciences,1,1
A040944,C13,2022,Friends / Family / Alumni,VA,Business,1,0
A040945,C13,2022,Social Media,VA,Engineering,1,0
A040946,C13,2022,College Website,OH,Physical Sciences & Math,1,1
A040947,C13,2022,College Website,VA,Computer Science,1,0
A040948,C13,2022,Campus Visit / Open House,VA,Business,1,1
A040949,C13,2022,High School Counselor,VA,Social Sciences,1,0
A040950,C13,2022,Social Media,CA,Computer Science,0,0
A040951,C13,2022,Social Media,VA,Education,1,0
A040952,C13,2022,College Website,PA,Social Sciences,1,0
A040953,C13,2022,College Website,VA,Physical Sciences & Math,1,0
A040954,C13,2022,Online Search / Rankings Sites,VA,Arts & Humanities,1,0
A040955,C13,2022,Campus Visit / Open House,VA,Arts & Humanities,1,0
A040956,C13,2022,Online Search / Rankings Sites,TX,Physical Sciences & Math,1,0
A040957,C13,2022,College Fair,VA,Business,1,0
A040958,C13,2022,Social Media,VA,Biology & Life Sciences,1,0
A040959,C13,2022,Campus Visit / Open House,VA,Arts & Humanities,1,1
A040960,C13,2022,High School Counselor,OH,Nursing & Health Sciences,1,1
A040961,C13,2022,College Website,GA,Computer Science,1,1
A040962,C13,2022,Social Media,MA,Biology & Life Sciences,1,1
A040963,C13,2022,Friends / Family / Alumni,VA,Physical Sciences & Math,1,1
A040964,C13,2022,High School Counselor,VA,Nursing & Health Sciences,0,0
A040965,C13,2022,Social Media,AZ,Psychology,1,0
A040966,C13,2022,Friends / Family / Alumni,VA,Computer Science,1,1
A040967,C13,2022,Campus Visit / Open House,VA,Engineering,1,1
A040968,C13,2022,Friends / Family / Alumni,VA,Business,1,1
A040969,C13,2022,College Website,OH,Social Sciences,0,0
A040970,C13,2022,Social Media,VA,Social Sciences,1,0
A040971,C13,2022,Friends / Family / Alumni,VA,Social Sciences,1,1
A040972,C13,2022,High School Counselor,VA,Computer Science,0,0
A040973,C13,2022,Social Media,MI,Nursing & Health Sciences,1,0
A040974,C13,2022,College Website,MA,Computer Science,1,0
A040975,C13,2022,Social Media,CO,Computer Science,1,0
A040976,C13,2022,Friends / Family / Alumni,VA,Computer Science,1,1
A040977,C13,2022,High School Counselor,VA,Business,0,0
A040978,C13,2022,Friends / Family / Alumni,VA,Arts & Humanities,1,1
A040979,C13,2022,Friends / Family / Alumni,CA,Engineering,1,0
A040980,C13,2022,Online Search / Rankings Sites,VA,Psychology,0,0
A040981,C13,2022,Social Media,GA,Biology & Life Sciences,0,0
A040982,C13,2022,High School Counselor,OH,Arts & Humanities,1,0
A040983,C13,2022,High School Counselor,MI,Arts & Humanities,1,1
A040984,C13,2022,Friends / Family / Alumni,MA,Business,0,0
A040985,C13,2022,Social Media,VA,Computer Science,1,0
A040986,C13,2022,College Website,PA,Psychology,1,0
A040987,C13,2022,Campus Visit / Open House,VA,Education,1,1
A040988,C13,2022,Friends / Family / Alumni,NC,Business,0,0
A040989,C13,2022,Friends / Family / Alumni,VA,Computer Science,1,1
A040990,C13,2022,College Website,VA,Engineering,1,0
A040991,C13,2022,Social Media,NY,Arts & Humanities,1,1
A040992,C13,2022,College Website,TX,Arts & Humanities,0,0
A040993,C13,2022,Social Media,GA,Psychology,0,0
A040994,C13,2022,High School Counselor,VA,Social Sciences,1,0
A040995,C13,2022,Advertising / Direct Mail,VA,Arts & Humanities,1,0
A040996,C13,2022,High School Counselor,VA,Education,1,1
A040997,C13,2022,High School Counselor,PA,Nursing & Health Sciences,1,1
A040998,C13,2022,Online Search / Rankings Sites,TN,Psychology,1,0
A040999,C13,2022,Campus Visit / Open House,WI,Arts & Humanities,1,1
A041000,C13,2022,Social Media,VA,Social Sciences,1,0
A041001,C13,2022,Advertising / Direct Mail,VA,Nursing & Health Sciences,1,0
A041002,C13,2022,Online Search / Rankings Sites,VA,Computer Science,1,0
A041003,C13,2022,Campus Visit / Open House,TN,Nursing & Health Sciences,0,0
A041004,C13,2022,High School Counselor,WA,Social Sciences,1,0
A041005,C13,2022,College Website,VA,Social Sciences,1,0
A041006,C13,2022,Social Media,OH,Engineering,1,0
A041007,C13,2022,Campus Visit / Open House,VA,Nursing & Health Sciences,1,0
A041008,C13,2022,College Fair,VA,Education,1,0
A041009,C13,2022,Campus Visit / Open House,CA,Biology & Life Sciences,0,0
A041010,C13,2022,College Website,MA,Computer Science,1,0
A041011,C13,2022,Campus Visit / Open House,VA,Nursing & Health Sciences,1,1
A041012,C13,2022,Social Media,WI,Physical Sciences & Math,1,1
A041013,C13,2022,High School Counselor,OR,Physical Sciences & Math,1,1
A041014,C13,2022,Friends / Family / Alumni,OH,Physical Sciences & Math,1,0
A041015,C13,2022,College Website,VA,Nursing & Health Sciences,1,0
A041016,C13,2022,Social Media,VA,Engineering,1,0
A041017,C13,2022,College Website,TN,Arts & Humanities,1,1
A041018,C13,2022,Friends / Family / Alumni,WI,Nursing & Health Sciences,0,0
A041019,C13,2022,Friends / Family / Alumni,NC,Psychology,1,1
A041020,C13,2022,Advertising / Direct Mail,VA,Computer Science,1,0
A041021,C13,2022,College Fair,WI,Biology & Life Sciences,0,0
A041022,C13,2022,College Website,VA,Social Sciences,0,0
A041023,C13,2022,Friends / Family / Alumni,NC,Education,1,0
A041024,C13,2022,High School Counselor,MA,Arts & Humanities,1,0
A041025,C13,2022,Campus Visit / Open House,MN,Computer Science,1,1
A041026,C13,2022,College Website,VA,Engineering,0,0
A041027,C13,2022,Online Search / Rankings Sites,TX,Engineering,0,0
A041028,C13,2022,Online Search / Rankings Sites,NJ,Biology & Life Sciences,1,0
A041029,C13,2022,College Website,CO,Engineering,1,1
A041030,C13,2022,High School Counselor,WA,Psychology,1,1
A041031,C13,2022,College Fair,MN,Education,1,0
A041032,C13,2022,Campus Visit / Open House,NC,Computer Science,1,1
A041033,C13,2022,High School Counselor,NC,Education,1,1
A041034,C13,2022,Friends / Family / Alumni,IL,Business,1,1
A041035,C13,2022,College Website,VA,Computer Science,1,0
A041036,C13,2022,College Website,VA,Computer Science,0,0
A041037,C13,2022,Friends / Family / Alumni,VA,Nursing & Health Sciences,0,0
A041038,C13,2022,Social Media,VA,Biology & Life Sciences,1,1
A041039,C13,2022,College Website,VA,Social Sciences,0,0
A041040,C13,2022,Social Media,VA,Nursing & Health Sciences,1,1
A041041,C13,2022,College Fair,MN,Biology & Life Sciences,1,1
A041042,C13,2022,Campus Visit / Open House,GA,Arts & Humanities,1,1
A041043,C13,2022,College Website,VA,Education,1,0
A041044,C13,2022,High School Counselor,WI,Education,1,1
A041045,C13,2022,College Fair,VA,Business,1,0
A041046,C13,2022,Social Media,IL,Social Sciences,1,0
A041047,C13,2022,College Fair,VA,Nursing & Health Sciences,1,1
A041048,C13,2022,Friends / Family / Alumni,TX,Nursing & Health Sciences,1,0
A041049,C13,2022,Social Media,VA,Computer Science,1,0
A041050,C13,2022,Friends / Family / Alumni,VA,Business,1,0
A041051,C13,2022,Friends / Family / Alumni,VA,Computer Science,1,1
A041052,C13,2022,College Fair,IL,Social Sciences,1,0
A041053,C13,2022,Online Search / Rankings Sites,VA,Arts & Humanities,0,0
A041054,C13,2022,Campus Visit / Open House,FL,Engineering,0,0
A041055,C13,2022,Social Media,CO,Arts & Humanities,0,0
A041056,C13,2022,Campus Visit / Open House,VA,Education,1,0
A041057,C13,2022,Campus Visit / Open House,NY,Social Sciences,0,0
A041058,C13,2022,High School Counselor,VA,Nursing & Health Sciences,1,0
A041059,C13,2022,College Website,VA,Nursing & Health Sciences,0,0
A041060,C13,2022,Social Media,VA,Business,0,0
A041061,C13,2022,College Website,VA,Arts & Humanities,1,1
A041062,C13,2022,Online Search / Rankings Sites,VA,Engineering,1,0
A041063,C13,2022,Friends / Family / Alumni,PA,Nursing & Health Sciences,1,0
A041064,C13,2022,Friends / Family / Alumni,VA,Education,1,0
A041065,C13,2022,Social Media,OH,Business,0,0
A041066,C13,2022,High School Counselor,VA,Education,1,0
A041067,C13,2022,College Fair,VA,Education,1,1
A041068,C13,2022,Online Search / Rankings Sites,VA,Nursing & Health Sciences,1,0
A041069,C13,2022,Campus Visit / Open House,VA,Biology & Life Sciences,1,0
A041070,C13,2022,Friends / Family / Alumni,VA,Nursing & Health Sciences,1,1
A041071,C13,2022,Campus Visit / Open House,TN,Computer Science,0,0
A041072,C13,2022,High School Counselor,VA,Engineering,1,0
A041073,C13,2022,College Website,VA,Engineering,0,0
A041074,C13,2022,Online Search / Rankings Sites,VA,Computer Science,0,0
A041075,C13,2022,Friends / Family / Alumni,TX,Computer Science,0,0
A041076,C13,2022,High School Counselor,CA,Biology & Life Sciences,1,0
A041077,C13,2022,Online Search / Rankings Sites,VA,Arts & Humanities,1,1
A041078,C13,2022,High School Counselor,VA,Business,1,0
A041079,C13,2022,College Website,VA,Psychology,0,0
A041080,C13,2022,High School Counselor,IL,Computer Science,1,1
A041081,C13,2022,High School Counselor,VA,Nursing & Health Sciences,1,1
A041082,C13,2022,College Fair,VA,Arts & Humanities,1,1
A041083,C13,2022,Advertising / Direct Mail,VA,Nursing & Health Sciences,0,0
A041084,C13,2022,Friends / Family / Alumni,VA,Nursing & Health Sciences,1,0
A041085,C13,2022,High School Counselor,VA,Biology & Life Sciences,0,0
A041086,C13,2022,College Website,VA,Education,1,1
A041087,C13,2023,High School Counselor,VA,Business,1,0
A041088,C13,2023,College Website,MI,Engineering,0,0
A041089,C13,2023,Friends / Family / Alumni,CA,Nursing & Health Sciences,0,0
A041090,C13,2023,College Website,MI,Psychology,1,1
A041091,C13,2023,Friends / Family / Alumni,NC,Business,1,1
A041092,C13,2023,College Website,VA,Physical Sciences & Math,1,0
A041093,C13,2023,Friends / Family / Alumni,VA,Engineering,1,1
A041094,C13,2023,Campus Visit / Open House,NC,Social Sciences,1,1
A041095,C13,2023,High School Counselor,IL,Arts & Humanities,1,1
A041096,C13,2023,High School Counselor,VA,Business,1,0
A041097,C13,2023,High School Counselor,FL,Engineering,1,0
A041098,C13,2023,Friends / Family / Alumni,VA,Social Sciences,1,0
A041099,C13,2023,High School Counselor,VA,Computer Science,1,0
A041100,C13,2023,Social Media,VA,Education,1,0
A041101,C13,2023,High School Counselor,PA,Psychology,1,0
A041102,C13,2023,College Website,VA,Nursing & Health Sciences,1,0
A041103,C13,2023,Online Search / Rankings Sites,VA,Psychology,1,0
A041104,C13,2023,High School Counselor,VA,Education,1,1
A041105,C13,2023,College Website,VA,Computer Science,1,0
A041106,C13,2023,Campus Visit / Open House,VA,Psychology,1,0
A041107,C13,2023,Campus Visit / Open House,VA,Social Sciences,0,0
A041108,C13,2023,College Website,MN,Engineering,1,1
A041109,C13,2023,College Website,VA,Computer Science,1,0
A041110,C13,2023,College Website,VA,Engineering,1,0
A041111,C13,2023,College Website,MN,Business,1,0
A041112,C13,2023,College Website,VA,Social Sciences,1,0
A041113,C13,2023,Campus Visit / Open House,OH,Business,1,0
A041114,C13,2023,College Website,VA,Social Sciences,1,0
A041115,C13,2023,College Website,VA,Nursing & Health Sciences,1,1
A041116,C13,2023,Friends / Family / Alumni,VA,Psychology,1,0
A041117,C13,2023,Social Media,VA,Nursing & Health Sciences,1,1
A041118,C13,2023,Campus Visit / Open House,MN,Social Sciences,1,1
A041119,C13,2023,College Fair,VA,Social Sciences,1,0
A041120,C13,2023,Social Media,VA,Computer Science,1,0
A041121,C13,2023,High School Counselor,NC,Business,1,0
A041122,C13,2023,College Website,NC,Computer Science,1,0
A041123,C13,2023,College Website,OH,Business,1,0
A041124,C13,2023,Online Search / Rankings Sites,VA,Physical Sciences & Math,0,0
A041125,C13,2023,Online Search / Rankings Sites,VA,Arts & Humanities,1,1
A041126,C13,2023,College Fair,WI,Social Sciences,1,1
A041127,C13,2023,College Website,VA,Nursing & Health Sciences,1,0
A041128,C13,2023,Campus Visit / Open House,VA,Social Sciences,1,1
A041129,C13,2023,Social Media,VA,Education,0,0
A041130,C13,2023,Social Media,VA,Arts & Humanities,1,0
A041131,C13,2023,Social Media,VA,Arts & Humanities,0,0
A041132,C13,2023,Social Media,VA,Business,1,0
A041133,C13,2023,College Fair,VA,Arts & Humanities,1,0
A041134,C13,2023,Social Media,NC,Engineering,0,0
A041135,C13,2023,Friends / Family / Alumni,VA,Engineering,1,1
A041136,C13,2023,Online Search / Rankings Sites,AZ,Psychology,1,1
A041137,C13,2023,Social Media,WA,Psychology,0,0
A041138,C13,2023,Campus Visit / Open House,VA,Education,1,1
A041139,C13,2023,Online Search / Rankings Sites,VA,Business,1,0
A041140,C13,2023,Campus Visit / Open House,MI,Business,1,0
A041141,C13,2023,Campus Visit / Open House,VA,Psychology,1,0
A041142,C13,2023,Social Media,VA,Nursing & Health Sciences,1,0
A041143,C13,2023,College Website,VA,Business,1,1
A041144,C13,2023,College Website,VA,Nursing & Health Sciences,1,0
A041145,C13,2023,Social Media,VA,Arts & Humanities,1,0
A041146,C13,2023,Social Media,VA,Nursing & Health Sciences,0,0
A041147,C13,2023,Friends / Family / Alumni,VA,Business,1,1
A041148,C13,2023,Friends / Family / Alumni,VA,Business,1,1
A041149,C13,2023,College Website,VA,Psychology,1,0
A041150,C13,2023,College Website,VA,Arts & Humanities,1,1
A041151,C13,2023,Advertising / Direct Mail,VA,Physical Sciences & Math,1,0
A041152,C13,2023,High School Counselor,VA,Computer Science,1,0
A041153,C13,2023,Social Media,VA,Business,1,0
A041154,C13,2023,College Website,VA,Social Sciences,0,0
A041155,C13,2023,College Website,VA,Nursing & Health Sciences,1,0
A041156,C13,2023,Social Media,VA,Psychology,0,0
A041157,C13,2023,Advertising / Direct Mail,TN,Business,0,0
A041158,C13,2023,High School Counselor,VA,Psychology,1,0
A041159,C13,2023,Social Media,VA,Business,1,0
A041160,C13,2023,College Website,VA,Social Sciences,1,0
